                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    291,                0.32563,                0.20375,                0.90109,                0.98759,                0.98459,                 0.9945,                0.89789,                0.54594,                0.22321,                 0.8828,              0.0052315,              0.0052315,              0.0052315
                    292,                0.32788,                0.20558,                0.89676,                0.98847,                0.98454,                0.99449,                0.89775,                0.54584,                0.22237,                0.88254,               0.005215,               0.005215,               0.005215
                    293,                0.32428,                0.20429,                0.89588,                0.98831,                0.98454,                0.99449,                0.89828,                0.54594,                0.22224,                0.88258,              0.0051985,              0.0051985,              0.0051985
                    294,                0.32461,                0.20322,                0.89844,                0.98823,                0.98454,                0.99447,                0.89798,                0.54572,                0.22211,                0.88256,               0.005182,               0.005182,               0.005182
                    295,                0.32414,                0.20356,                0.89817,                 0.9881,                0.98454,                0.99448,                0.89768,                0.54588,                0.22254,                0.88257,              0.0051655,              0.0051655,              0.0051655
                    296,                0.32611,                0.20517,                0.89854,                0.98813,                0.98454,                0.99449,                0.89765,                0.54554,                0.22182,                0.88263,               0.005149,               0.005149,               0.005149
                    297,                0.32228,                0.20039,                0.89596,                 0.9881,                0.98454,                 0.9945,                0.89703,                0.54556,                0.22201,                0.88283,              0.0051325,              0.0051325,              0.0051325
                    298,                 0.3262,                0.20469,                0.89963,                0.98813,                0.98454,                0.99451,                0.89721,                0.54578,                0.22169,                0.88272,               0.005116,               0.005116,               0.005116
                    299,                0.32482,                 0.2026,                0.89587,                 0.9882,                0.98454,                 0.9945,                0.89689,                0.54608,                0.22173,                0.88276,              0.0050995,              0.0050995,              0.0050995
                    300,                 0.3237,                0.20397,                0.89521,                0.98817,                0.98454,                0.99449,                0.89711,                0.54654,                0.22166,                0.88253,               0.005083,               0.005083,               0.005083
                    301,                0.32548,                0.20146,                0.89855,                 0.9882,                0.98438,                0.99449,                0.89765,                0.54662,                0.22229,                0.88212,              0.0050665,              0.0050665,              0.0050665
                    302,                0.32655,                 0.2041,                0.89727,                 0.9882,                0.98423,                0.99446,                0.89759,                0.54677,                0.22245,                0.88178,                0.00505,                0.00505,                0.00505
                    303,                0.32099,                0.20094,                0.89516,                 0.9882,                0.98426,                0.99445,                0.89691,                0.54678,                0.22247,                0.88169,              0.0050335,              0.0050335,              0.0050335
                    304,                0.32118,                  0.201,                0.89575,                 0.9882,                0.98426,                0.99445,                0.89728,                0.54717,                0.22255,                0.88157,               0.005017,               0.005017,               0.005017
                    305,                0.32367,                0.20146,                0.89773,                 0.9882,                0.98429,                0.99444,                0.89765,                0.54743,                0.22311,                 0.8812,              0.0050005,              0.0050005,              0.0050005
                    306,                0.32151,                0.20139,                0.89538,                 0.9882,                0.98454,                0.99441,                0.89731,                0.54731,                0.22286,                0.88113,               0.004984,               0.004984,               0.004984
                    307,                0.32003,                0.20059,                0.89689,                0.98821,                0.98471,                0.99441,                0.89764,                0.54759,                0.22286,                0.88131,              0.0049675,              0.0049675,              0.0049675
                    308,                0.32054,                0.20367,                0.89766,                0.98821,                0.98466,                0.99441,                0.89778,                0.54761,                0.22317,                0.88128,               0.004951,               0.004951,               0.004951
                    309,                0.31807,                0.19981,                0.89417,                0.98821,                 0.9845,                0.99441,                0.89791,                 0.5476,                0.22302,                0.88084,              0.0049345,              0.0049345,              0.0049345
                    310,                0.32111,                0.20196,                0.89867,                0.98821,                0.98482,                0.99442,                0.89802,                0.54764,                0.22333,                0.88072,               0.004918,               0.004918,               0.004918
                    311,                0.32123,                 0.2017,                 0.8963,                0.98821,                  0.985,                0.99443,                0.89773,                0.54753,                0.22317,                0.88075,              0.0049015,              0.0049015,              0.0049015
                    312,                0.31819,                0.20108,                0.89679,                0.98821,                0.98499,                0.99444,                0.89776,                0.54775,                0.22219,                0.88093,               0.004885,               0.004885,               0.004885
                    313,                0.31697,                0.19971,                0.89813,                0.98821,                0.98522,                0.99445,                0.89836,                 0.5479,                0.22239,                0.88122,              0.0048685,              0.0048685,              0.0048685
                    314,                0.31636,                0.20005,                0.89842,                0.98822,                0.98544,                0.99446,                0.89824,                0.54798,                0.22254,                0.88138,               0.004852,               0.004852,               0.004852
                    315,                0.32001,                0.20097,                0.89754,                0.98822,                0.98564,                0.99449,                0.89812,                0.54827,                0.22242,                0.88145,              0.0048355,              0.0048355,              0.0048355
                    316,                0.31424,                  0.197,                0.89218,                0.98822,                0.98566,                 0.9945,                0.89876,                0.54841,                0.22306,                0.88134,               0.004819,               0.004819,               0.004819
                    317,                0.31852,                 0.1993,                0.89659,                0.98821,                0.98519,                0.99452,                0.89823,                0.54853,                 0.2231,                 0.8811,              0.0048025,              0.0048025,              0.0048025
                    318,                0.31813,                0.19895,                 0.8964,                0.98821,                0.98505,                0.99453,                0.89821,                0.54858,                0.22245,                0.88125,               0.004786,               0.004786,               0.004786
                    319,                0.31743,                0.19891,                0.89541,                0.98821,                 0.9846,                0.99454,                0.89814,                0.54884,                0.22246,                0.88136,              0.0047695,              0.0047695,              0.0047695
                    320,                 0.3204,                0.19913,                  0.897,                0.98836,                0.98454,                0.99453,                  0.898,                0.54898,                0.22263,                0.88143,               0.004753,               0.004753,               0.004753
                    321,                0.31438,                0.19767,                0.89672,                0.98882,                0.98445,                0.99453,                0.89793,                0.54912,                0.22235,                 0.8817,              0.0047365,              0.0047365,              0.0047365
                    322,                0.31257,                0.19873,                0.89373,                0.98882,                0.98487,                0.99453,                0.89829,                0.54917,                0.22321,                 0.8818,                0.00472,                0.00472,                0.00472
                    323,                0.31433,                 0.1988,                0.89215,                0.98834,                0.98454,                0.99453,                 0.8982,                0.54917,                0.22315,                0.88185,              0.0047035,              0.0047035,              0.0047035
                    324,                0.31544,                0.19837,                0.89509,                0.98826,                0.98454,                0.99453,                0.89822,                0.54946,                0.22356,                0.88207,               0.004687,               0.004687,               0.004687
                    325,                0.31791,                0.19818,                 0.8954,                0.98821,                0.98477,                0.99453,                0.89781,                0.54953,                0.22391,                0.88212,              0.0046705,              0.0046705,              0.0046705
                    326,                0.31759,                 0.1979,                0.89845,                0.98821,                0.98475,                0.99452,                0.89722,                0.54973,                0.22405,                0.88225,               0.004654,               0.004654,               0.004654
                    327,                0.31251,                0.19848,                0.89551,                0.98821,                0.98476,                0.99452,                0.89822,                 0.5495,                0.22431,                 0.8823,              0.0046375,              0.0046375,              0.0046375
                    328,                0.31307,                0.19735,                0.89361,                0.98821,                0.98464,                 0.9945,                0.89835,                0.54962,                0.22482,                0.88266,               0.004621,               0.004621,               0.004621
                    329,                0.31093,                0.19525,                0.89437,                0.98821,                 0.9848,                0.99451,                0.89884,                0.54991,                0.22466,                0.88302,              0.0046045,              0.0046045,              0.0046045
                    330,                0.31434,                0.19649,                0.89314,                0.98821,                0.98489,                0.99452,                0.89797,                0.55035,                0.22519,                0.88338,               0.004588,               0.004588,               0.004588
                    331,                0.31548,                0.19844,                0.89157,                0.98819,                0.98516,                0.99451,                0.89805,                0.55068,                0.22514,                0.88354,              0.0045715,              0.0045715,              0.0045715
                    332,                0.31637,                0.19756,                0.89284,                0.98808,                0.98516,                 0.9945,                0.89819,                0.55081,                0.22481,                 0.8833,               0.004555,               0.004555,               0.004555
                    333,                0.30948,                0.19374,                0.89296,                  0.988,                0.98516,                0.99448,                0.89734,                0.55096,                0.22473,                0.88339,              0.0045385,              0.0045385,              0.0045385
                    334,                0.31448,                0.19572,                0.89425,                0.98802,                0.98516,                0.99447,                0.89723,                0.55129,                0.22458,                0.88351,               0.004522,               0.004522,               0.004522
                    335,                0.31299,                0.19611,                0.89486,                0.98798,                0.98516,                0.99448,                0.89758,                0.55119,                0.22521,                0.88345,              0.0045055,              0.0045055,              0.0045055
                    336,                0.31354,                0.19675,                0.89168,                0.98791,                0.98516,                0.99449,                0.89691,                0.55146,                 0.2252,                0.88352,               0.004489,               0.004489,               0.004489
                    337,                0.31268,                0.19562,                0.89185,                  0.988,                0.98516,                0.99449,                0.89688,                0.55165,                0.22554,                0.88363,              0.0044725,              0.0044725,              0.0044725
                    338,                 0.3117,                0.19478,                0.89157,                0.98806,                0.98516,                 0.9945,                0.89644,                0.55193,                0.22557,                0.88337,               0.004456,               0.004456,               0.004456
                    339,                0.31162,                0.19606,                0.89383,                0.98816,                0.98516,                0.99448,                0.89683,                0.55205,                0.22516,                 0.8834,              0.0044395,              0.0044395,              0.0044395
                    340,                0.31192,                0.19952,                0.89365,                0.98821,                0.98498,                0.99448,                 0.8969,                0.55231,                0.22527,                0.88334,               0.004423,               0.004423,               0.004423
                    341,                0.31056,                0.19816,                0.89255,                0.98821,                0.98471,                0.99448,                0.89622,                0.55233,                0.22554,                0.88347,              0.0044065,              0.0044065,              0.0044065
                    342,                0.31327,                0.19968,                0.89447,                0.98807,                0.98454,                0.99448,                0.89696,                0.55234,                0.22567,                0.88355,                0.00439,                0.00439,                0.00439
                    343,                0.30775,                0.19387,                0.89193,                0.98826,                0.98454,                0.99448,                0.89635,                0.55252,                0.22506,                0.88367,              0.0043735,              0.0043735,              0.0043735
                    344,                0.30866,                0.19624,                 0.8926,                0.98817,                0.98454,                0.99447,                0.89708,                0.55291,                0.22525,                0.88379,               0.004357,               0.004357,               0.004357
                    345,                 0.3093,                0.19467,                0.89338,                 0.9881,                0.98454,                0.99447,                0.89668,                0.55308,                0.22524,                0.88382,              0.0043405,              0.0043405,              0.0043405
                    346,                0.30793,                0.19266,                0.89284,                0.98809,                0.98454,                0.99448,                0.89657,                0.55322,                 0.2249,                0.88394,               0.004324,               0.004324,               0.004324
                    347,                0.30549,                0.19095,                0.89355,                 0.9881,                0.98454,                0.99447,                0.89648,                0.55337,                0.22517,                0.88404,              0.0043075,              0.0043075,              0.0043075
                    348,                 0.3082,                0.19303,                 0.8931,                 0.9881,                0.98454,                0.99446,                0.89669,                0.55363,                0.22531,                0.88425,               0.004291,               0.004291,               0.004291
                    349,                0.30602,                0.19229,                0.89252,                0.98805,                0.98454,                0.99446,                 0.8972,                0.55379,                0.22515,                0.88445,              0.0042745,              0.0042745,              0.0042745
                    350,                0.30553,                0.19485,                0.89036,                0.98859,                0.98392,                0.99445,                0.89726,                0.55381,                0.22587,                0.88455,               0.004258,               0.004258,               0.004258
                    351,                0.30648,                0.19259,                0.89392,                0.98881,                0.98392,                0.99444,                0.89676,                0.55381,                0.22614,                0.88477,              0.0042415,              0.0042415,              0.0042415
                    352,                0.30725,                0.19321,                0.89296,                0.98881,                0.98375,                0.99444,                 0.8969,                0.55393,                0.22641,                0.88522,               0.004225,               0.004225,               0.004225
                    353,                0.30647,                0.19256,                0.89227,                0.98801,                0.98454,                0.99444,                0.89658,                  0.554,                0.22648,                 0.8854,              0.0042085,              0.0042085,              0.0042085
                    354,                0.30289,                0.18967,                0.89032,                0.98812,                0.98454,                0.99445,                0.89613,                0.55401,                0.22636,                0.88553,               0.004192,               0.004192,               0.004192
                    355,                0.30291,                0.19025,                0.89009,                 0.9882,                0.98423,                0.99445,                0.89632,                0.55395,                0.22637,                0.88566,              0.0041755,              0.0041755,              0.0041755
                    356,                0.30538,                0.19252,                0.89107,                 0.9882,                0.98406,                0.99445,                0.89625,                0.55387,                0.22635,                0.88569,               0.004159,               0.004159,               0.004159
                    357,                0.30396,                 0.1906,                0.89146,                 0.9882,                0.98407,                0.99445,                0.89609,                0.55388,                0.22615,                0.88578,              0.0041425,              0.0041425,              0.0041425
                    358,                 0.3039,                0.19036,                0.89114,                 0.9882,                 0.9841,                0.99446,                0.89623,                0.55384,                0.22612,                0.88588,               0.004126,               0.004126,               0.004126
                    359,                0.30199,                0.19183,                0.89242,                 0.9882,                0.98397,                0.99445,                0.89642,                0.55385,                0.22573,                0.88616,              0.0041095,              0.0041095,              0.0041095
                    360,                0.30163,                0.19012,                0.89093,                 0.9882,                0.98393,                0.99445,                0.89636,                0.55404,                0.22614,                0.88656,               0.004093,               0.004093,               0.004093
                    361,                0.30332,                0.19338,                0.89051,                 0.9882,                0.98397,                0.99445,                0.89597,                0.55421,                0.22626,                0.88669,              0.0040765,              0.0040765,              0.0040765
                    362,                0.30321,                 0.1908,                0.89168,                 0.9882,                0.98408,                0.99445,                 0.8956,                0.55434,                0.22587,                0.88687,                0.00406,                0.00406,                0.00406
                    363,                 0.3027,                0.18993,                0.89091,                 0.9882,                0.98409,                0.99445,                 0.8958,                0.55432,                0.22506,                0.88717,              0.0040435,              0.0040435,              0.0040435
                    364,                0.30179,                0.18964,                0.89055,                 0.9882,                0.98415,                0.99445,                0.89511,                0.55471,                0.22498,                0.88741,               0.004027,               0.004027,               0.004027
                    365,                0.30424,                0.19083,                0.89164,                 0.9882,                0.98426,                0.99445,                0.89524,                  0.555,                0.22551,                 0.8878,              0.0040105,              0.0040105,              0.0040105
                    366,                0.29883,                0.18881,                0.88915,                 0.9882,                0.98435,                0.99446,                0.89546,                0.55538,                0.22515,                 0.8879,               0.003994,               0.003994,               0.003994
                    367,                0.30434,                0.19396,                0.89042,                 0.9882,                 0.9844,                0.99445,                0.89509,                0.55558,                0.22585,                  0.888,              0.0039775,              0.0039775,              0.0039775
                    368,                0.30053,                0.18908,                0.89053,                0.98821,                0.98449,                0.99446,                0.89479,                0.55578,                0.22599,                0.88801,               0.003961,               0.003961,               0.003961
                    369,                0.30177,                0.19063,                0.88987,                0.98817,                0.98454,                0.99445,                0.89439,                  0.556,                0.22576,                0.88814,              0.0039445,              0.0039445,              0.0039445
                    370,                0.29899,                0.18923,                0.88936,                0.98811,                0.98454,                0.99445,                0.89364,                0.55612,                0.22558,                0.88794,               0.003928,               0.003928,               0.003928
                    371,                0.30152,                0.19192,                0.89038,                0.98804,                0.98454,                0.99444,                0.89349,                0.55628,                0.22568,                 0.8881,              0.0039115,              0.0039115,              0.0039115
                    372,                0.30082,                 0.1902,                0.88824,                  0.988,                0.98454,                0.99444,                0.89383,                0.55653,                0.22614,                0.88796,               0.003895,               0.003895,               0.003895
                    373,                0.30028,                0.19025,                0.88773,                0.98806,                0.98454,                0.99444,                0.89336,                 0.5564,                0.22587,                  0.888,              0.0038785,              0.0038785,              0.0038785
                    374,                0.29866,                0.19071,                0.88907,                0.98821,                0.98478,                0.99443,                0.89376,                0.55651,                0.22649,                0.88791,               0.003862,               0.003862,               0.003862
                    375,                 0.2986,                0.19037,                0.88926,                0.98821,                0.98478,                0.99443,                0.89373,                0.55668,                0.22591,                0.88788,              0.0038455,              0.0038455,              0.0038455
                    376,                0.29613,                0.18795,                0.88806,                0.98821,                0.98493,                0.99443,                0.89313,                0.55663,                0.22529,                0.88772,               0.003829,               0.003829,               0.003829
                    377,                0.29753,                0.18956,                0.88856,                0.98806,                0.98516,                0.99443,                0.89343,                0.55674,                0.22549,                0.88758,              0.0038125,              0.0038125,              0.0038125
                    378,                0.29577,                 0.1887,                0.88916,                 0.9875,                0.98516,                0.99442,                0.89394,                0.55714,                 0.2253,                0.88791,               0.003796,               0.003796,               0.003796
                    379,                0.29659,                 0.1879,                0.88715,                0.98701,                0.98516,                0.99441,                0.89435,                0.55712,                0.22552,                 0.8881,              0.0037795,              0.0037795,              0.0037795
                    380,                0.29465,                0.18548,                0.88548,                0.98698,                0.98516,                0.99442,                 0.8941,                0.55688,                0.22574,                0.88791,               0.003763,               0.003763,               0.003763
                    381,                0.29688,                0.19052,                0.88577,                0.98639,                0.98595,                0.99438,                0.89477,                 0.5567,                0.22613,                0.88767,              0.0037465,              0.0037465,              0.0037465
                    382,                0.29583,                0.19079,                0.88821,                 0.9876,                0.98512,                0.99438,                0.89416,                0.55682,                0.22513,                0.88758,                0.00373,                0.00373,                0.00373
                    383,                0.29573,                0.18728,                0.88741,                 0.9862,                0.98639,                0.99438,                 0.8948,                0.55665,                0.22544,                0.88734,              0.0037135,              0.0037135,              0.0037135
                    384,                0.29622,                0.18805,                0.88586,                 0.9862,                0.98639,                0.99438,                 0.8951,                0.55659,                0.22551,                0.88703,               0.003697,               0.003697,               0.003697
                    385,                0.29163,                 0.1846,                  0.886,                0.98635,                0.98639,                0.99438,                0.89428,                0.55681,                0.22613,                 0.8864,              0.0036805,              0.0036805,              0.0036805
                    386,                0.29514,                0.18516,                0.88782,                0.98631,                0.98639,                0.99438,                0.89519,                0.55702,                0.22621,                0.88581,               0.003664,               0.003664,               0.003664
                    387,                0.29481,                0.18643,                 0.8878,                0.98752,                0.98516,                0.99437,                0.89538,                0.55706,                0.22516,                0.88539,              0.0036475,              0.0036475,              0.0036475
                    388,                0.29258,                0.18606,                0.88707,                0.98754,                0.98516,                0.99436,                0.89516,                0.55709,                0.22486,                0.88496,               0.003631,               0.003631,               0.003631
                    389,                0.29371,                0.18588,                0.88743,                0.98754,                0.98516,                0.99436,                0.89522,                0.55716,                0.22491,                0.88461,              0.0036145,              0.0036145,              0.0036145
                    390,                    inf,                0.18343,                0.88696,                0.98757,                0.98516,                0.99437,                0.89528,                0.55731,                0.22494,                0.88473,               0.003598,               0.003598,               0.003598
                    391,                0.29066,                0.18479,                0.88638,                0.98759,                0.98516,                0.99436,                0.89544,                0.55697,                0.22493,                0.88432,              0.0035815,              0.0035815,              0.0035815
                    392,                0.28924,                0.18502,                0.88783,                0.98755,                0.98516,                0.99434,                0.89592,                 0.5565,                0.22492,                0.88406,               0.003565,               0.003565,               0.003565
                    393,                0.29301,                0.18707,                0.88545,                0.98748,                0.98516,                0.99432,                  0.896,                0.55626,                  0.225,                0.88391,              0.0035485,              0.0035485,              0.0035485
                    394,                0.29156,                0.18631,                0.88725,                0.98749,                0.98516,                0.99431,                 0.8962,                0.55637,                0.22455,                0.88372,               0.003532,               0.003532,               0.003532
                    395,                 0.2893,                0.18617,                0.88614,                0.98748,                0.98516,                0.99439,                 0.8963,                0.55628,                0.22467,                0.88362,              0.0035155,              0.0035155,              0.0035155
                    396,                 0.2904,                0.18256,                0.88757,                0.98747,                0.98516,                 0.9944,                0.89618,                0.55597,                0.22488,                0.88325,               0.003499,               0.003499,               0.003499
                    397,                0.28962,                0.18302,                0.88603,                0.98743,                0.98516,                 0.9944,                 0.8961,                0.55597,                 0.2256,                0.88304,              0.0034825,              0.0034825,              0.0034825
                    398,                0.28957,                 0.1841,                0.88503,                 0.9876,                0.98492,                0.99442,                  0.896,                0.55572,                 0.2255,                0.88271,               0.003466,               0.003466,               0.003466
                    399,                0.28802,                0.18253,                0.88381,                 0.9888,                0.98319,                0.99443,                 0.8964,                0.55539,                0.22585,                0.88254,              0.0034495,              0.0034495,              0.0034495
                    400,                0.28824,                0.18362,                0.88405,                 0.9888,                0.98275,                0.99444,                0.89651,                0.55533,                0.22564,                0.88241,               0.003433,               0.003433,               0.003433
                    401,                0.29107,                0.18513,                0.88731,                0.98913,                0.98268,                0.99443,                0.89626,                0.55506,                0.22576,                0.88229,              0.0034165,              0.0034165,              0.0034165
                    402,                0.28831,                0.18299,                0.88453,                0.98942,                0.98337,                0.99443,                 0.8962,                0.55507,                0.22624,                0.88202,                 0.0034,                 0.0034,                 0.0034
                    403,                0.28872,                0.18425,                 0.8853,                0.98966,                 0.9833,                0.99443,                0.89655,                0.55491,                0.22729,                0.88181,              0.0033835,              0.0033835,              0.0033835
                    404,                0.28923,                0.18627,                0.88699,                0.99004,                0.98342,                0.99441,                0.89635,                0.55468,                0.22892,                0.88134,               0.003367,               0.003367,               0.003367
                    405,                0.28744,                0.18293,                0.88529,                 0.9901,                 0.9833,                0.99439,                0.89657,                0.55472,                0.22953,                0.88118,              0.0033505,              0.0033505,              0.0033505
                    406,                0.28771,                0.18344,                0.88631,                 0.9901,                 0.9833,                0.99437,                0.89595,                0.55504,                0.23015,                0.88132,               0.003334,               0.003334,               0.003334
                    407,                0.28743,                0.18314,                0.88383,                0.99011,                 0.9833,                0.99438,                0.89644,                0.55524,                0.23056,                 0.8812,              0.0033175,              0.0033175,              0.0033175
                    408,                0.28545,                0.18162,                0.88375,                0.99004,                0.98344,                0.99438,                0.89673,                0.55528,                0.23129,                0.88124,               0.003301,               0.003301,               0.003301
                    409,                0.28544,                0.17917,                0.88561,                0.99004,                0.98359,                0.99439,                 0.8971,                0.55542,                0.23166,                 0.8813,              0.0032845,              0.0032845,              0.0032845
                    410,                0.28457,                 0.1789,                0.88309,                0.98944,                0.98521,                0.99437,                0.89732,                0.55576,                0.23128,                0.88135,               0.003268,               0.003268,               0.003268
                    411,                0.28379,                0.18053,                0.88466,                0.98927,                0.98578,                0.99438,                0.89689,                0.55609,                 0.2317,                0.88148,              0.0032515,              0.0032515,              0.0032515
                    412,                0.28494,                0.18026,                0.88451,                0.98932,                0.98578,                0.99437,                 0.8973,                0.55601,                0.23174,                0.88141,               0.003235,               0.003235,               0.003235
                    413,                0.28588,                0.18033,                0.88391,                0.98936,                0.98578,                0.99436,                0.89681,                0.55606,                0.23268,                0.88137,              0.0032185,              0.0032185,              0.0032185
                    414,                0.28358,                0.17979,                 0.8837,                0.98927,                0.98578,                0.99438,                0.89728,                0.55589,                0.23318,                0.88129,               0.003202,               0.003202,               0.003202
                    415,                0.28441,                0.17962,                0.88217,                0.98934,                0.98578,                0.99436,                 0.8969,                0.55592,                0.23345,                0.88111,              0.0031855,              0.0031855,              0.0031855
                    416,                0.28251,                0.17938,                0.88476,                0.98938,                0.98578,                0.99436,                0.89681,                0.55598,                0.23288,                0.88143,               0.003169,               0.003169,               0.003169
                    417,                0.28149,                0.18012,                0.88248,                0.98934,                0.98578,                0.99438,                0.89684,                0.55621,                0.23335,                0.88173,              0.0031525,              0.0031525,              0.0031525
                    418,                0.28548,                0.18142,                 0.8835,                0.98933,                0.98578,                0.99439,                0.89741,                0.55639,                0.23368,                0.88197,               0.003136,               0.003136,               0.003136
                    419,                0.28123,                 0.1784,                0.88293,                0.98931,                0.98578,                0.99439,                0.89759,                0.55652,                0.23375,                0.88194,              0.0031195,              0.0031195,              0.0031195
                    420,                0.28119,                0.17986,                0.88372,                0.98958,                0.98578,                0.99439,                0.89759,                0.55655,                0.23418,                0.88198,               0.003103,               0.003103,               0.003103
                    421,                0.28395,                 0.1818,                 0.8832,                 0.9899,                0.98578,                 0.9944,                0.89759,                0.55631,                0.23474,                0.88189,              0.0030865,              0.0030865,              0.0030865
                    422,                0.28034,                0.17702,                0.88347,                0.98973,                0.98578,                 0.9944,                0.89742,                0.55656,                0.23428,                0.88185,                0.00307,                0.00307,                0.00307
                    423,                0.28084,                0.17787,                0.88194,                0.99006,                0.98542,                0.99441,                0.89722,                 0.5564,                0.23526,                0.88193,              0.0030535,              0.0030535,              0.0030535
                    424,                 0.2816,                0.17705,                0.88141,                0.99006,                0.98522,                0.99443,                0.89711,                0.55618,                0.23541,                0.88167,               0.003037,               0.003037,               0.003037
