                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.37248,                0.22993,                0.91583,                0.99127,                0.98307,                 0.9946,                0.89684,                0.53389,                0.22586,                 0.8869,               0.007459,               0.007459,               0.007459
                    157,                 0.3679,                0.22954,                0.91545,                  0.991,                0.98268,                0.99461,                0.89646,                0.53414,                0.22597,                 0.8868,              0.0074425,              0.0074425,              0.0074425
                    158,                0.36746,                 0.2302,                0.91573,                0.99068,                0.98268,                0.99461,                0.89677,                0.53446,                0.22587,                0.88684,               0.007426,               0.007426,               0.007426
                    159,                0.36732,                0.22718,                0.91634,                0.99004,                0.98324,                0.99461,                0.89691,                0.53447,                0.22578,                0.88687,              0.0074095,              0.0074095,              0.0074095
                    160,                0.37138,                0.22996,                0.91925,                0.99054,                0.98268,                0.99462,                0.89716,                0.53456,                0.22647,                0.88699,               0.007393,               0.007393,               0.007393
                    161,                0.36915,                0.23005,                0.91514,                0.98997,                0.98392,                0.99462,                0.89678,                 0.5347,                0.22582,                0.88692,              0.0073765,              0.0073765,              0.0073765
                    162,                0.36982,                0.23047,                0.91505,                0.98999,                0.98392,                0.99462,                0.89692,                 0.5347,                0.22545,                0.88696,                0.00736,                0.00736,                0.00736
                    163,                0.36684,                0.22824,                 0.9163,                0.98914,                 0.9833,                0.99458,                0.89732,                0.53494,                0.22524,                0.88708,              0.0073435,              0.0073435,              0.0073435
                    164,                0.36446,                0.22801,                0.91416,                0.98906,                 0.9833,                0.99446,                0.89678,                0.53531,                0.22522,                0.88726,               0.007327,               0.007327,               0.007327
                    165,                0.36864,                0.23137,                0.91189,                 0.9896,                0.98392,                0.99462,                0.89677,                0.53546,                  0.225,                0.88703,              0.0073105,              0.0073105,              0.0073105
                    166,                0.36553,                 0.2284,                0.91549,                0.98948,                0.98392,                0.99462,                0.89705,                0.53596,                0.22403,                0.88713,               0.007294,               0.007294,               0.007294
                    167,                 0.3638,                0.22771,                0.91243,                0.98949,                0.98392,                0.99462,                0.89694,                0.53625,                0.22453,                0.88732,              0.0072775,              0.0072775,              0.0072775
                    168,                0.36496,                0.22631,                0.91458,                0.98927,                0.98392,                0.99462,                0.89713,                0.53634,                0.22439,                0.88717,               0.007261,               0.007261,               0.007261
                    169,                0.36695,                0.22568,                0.91317,                0.98926,                0.98392,                0.99462,                0.89753,                0.53636,                0.22534,                0.88701,              0.0072445,              0.0072445,              0.0072445
                    170,                0.36612,                0.22602,                0.91268,                0.98925,                0.98392,                0.99463,                0.89745,                0.53651,                0.22508,                0.88688,               0.007228,               0.007228,               0.007228
                    171,                0.36454,                0.22831,                0.91508,                0.98928,                0.98392,                0.99463,                0.89719,                0.53657,                 0.2252,                0.88675,              0.0072115,              0.0072115,              0.0072115
                    172,                0.36427,                0.22742,                0.91425,                 0.9893,                0.98392,                0.99463,                0.89741,                0.53647,                0.22482,                0.88654,               0.007195,               0.007195,               0.007195
                    173,                0.36484,                0.22719,                0.91459,                0.98934,                0.98392,                0.99462,                0.89731,                 0.5362,                0.22388,                0.88629,              0.0071785,              0.0071785,              0.0071785
                    174,                0.36352,                0.22772,                0.91214,                0.98929,                0.98392,                0.99462,                  0.897,                 0.5367,                0.22369,                0.88647,               0.007162,               0.007162,               0.007162
                    175,                0.36435,                0.22551,                0.91423,                0.98932,                0.98392,                0.99462,                0.89761,                0.53675,                0.22392,                0.88648,              0.0071455,              0.0071455,              0.0071455
                    176,                0.36319,                0.22568,                0.91219,                0.98925,                0.98392,                0.99462,                0.89699,                0.53657,                0.22411,                 0.8864,               0.007129,               0.007129,               0.007129
                    177,                0.36415,                0.22764,                0.91456,                0.98926,                0.98392,                0.99462,                 0.8974,                0.53652,                0.22437,                0.88629,              0.0071125,              0.0071125,              0.0071125
                    178,                0.36287,                0.22657,                  0.914,                0.98936,                0.98392,                0.99462,                0.89756,                0.53648,                0.22366,                0.88651,               0.007096,               0.007096,               0.007096
                    179,                0.35994,                0.22404,                0.91409,                0.98935,                0.98392,                0.99461,                0.89804,                0.53667,                0.22344,                0.88677,              0.0070795,              0.0070795,              0.0070795
                    180,                 0.3589,                0.22469,                0.91114,                0.98937,                0.98392,                0.99462,                0.89772,                0.53688,                0.22382,                0.88716,               0.007063,               0.007063,               0.007063
                    181,                0.36091,                0.22747,                0.91532,                0.98943,                0.98392,                 0.9946,                0.89805,                0.53665,                0.22408,                0.88736,              0.0070465,              0.0070465,              0.0070465
                    182,                0.36164,                0.22625,                0.91375,                0.98958,                0.98392,                 0.9946,                0.89823,                0.53647,                0.22382,                0.88753,                0.00703,                0.00703,                0.00703
                    183,                0.36078,                0.22823,                0.91512,                0.99002,                0.98392,                 0.9946,                0.89836,                0.53625,                0.22407,                0.88758,              0.0070135,              0.0070135,              0.0070135
                    184,                0.36009,                0.22572,                0.91173,                0.99004,                0.98388,                 0.9946,                 0.8978,                0.53669,                0.22434,                0.88777,               0.006997,               0.006997,               0.006997
                    185,                0.36078,                0.22517,                0.91201,                0.98951,                 0.9833,                 0.9946,                0.89826,                0.53659,                0.22465,                0.88792,              0.0069805,              0.0069805,              0.0069805
                    186,                0.36013,                0.22404,                0.91521,                0.98942,                0.98363,                0.99459,                0.89751,                0.53676,                0.22525,                0.88779,               0.006964,               0.006964,               0.006964
                    187,                 0.3579,                0.22627,                0.91252,                0.98943,                0.98377,                0.99459,                0.89725,                0.53663,                0.22572,                0.88734,              0.0069475,              0.0069475,              0.0069475
                    188,                0.35795,                0.22438,                0.91235,                0.98942,                0.98325,                0.99459,                0.89747,                0.53695,                0.22537,                0.88756,               0.006931,               0.006931,               0.006931
                    189,                0.36322,                0.22564,                0.91294,                0.98941,                 0.9833,                0.99459,                 0.8971,                0.53707,                0.22537,                0.88751,              0.0069145,              0.0069145,              0.0069145
                    190,                0.35603,                0.22385,                0.91117,                0.98942,                0.98306,                0.99459,                0.89692,                 0.5372,                0.22571,                 0.8876,               0.006898,               0.006898,               0.006898
                    191,                0.35923,                0.22501,                0.91278,                0.98942,                0.98307,                 0.9946,                0.89747,                0.53749,                0.22544,                0.88748,              0.0068815,              0.0068815,              0.0068815
                    192,                0.36096,                0.22514,                0.91342,                0.98942,                0.98268,                0.99459,                0.89694,                0.53774,                0.22505,                0.88738,               0.006865,               0.006865,               0.006865
                    193,                0.35504,                0.22109,                0.90603,                0.98942,                0.98301,                0.99459,                0.89698,                0.53769,                0.22544,                0.88718,              0.0068485,              0.0068485,              0.0068485
                    194,                0.35389,                0.22134,                0.91059,                0.98943,                0.98391,                0.99457,                0.89705,                0.53799,                0.22476,                0.88733,               0.006832,               0.006832,               0.006832
                    195,                0.35644,                0.22001,                0.90961,                0.98936,                0.98454,                0.99456,                0.89706,                0.53791,                0.22434,                0.88717,              0.0068155,              0.0068155,              0.0068155
                    196,                0.35644,                0.22251,                0.91303,                0.98882,                 0.9843,                0.99457,                0.89692,                0.53797,                 0.2246,                0.88701,               0.006799,               0.006799,               0.006799
                    197,                0.35126,                0.21976,                0.90753,                0.98882,                0.98428,                0.99456,                0.89646,                0.53813,                0.22421,                0.88678,              0.0067825,              0.0067825,              0.0067825
                    198,                0.35745,                0.22315,                 0.9098,                0.98882,                0.98463,                0.99454,                0.89693,                  0.538,                0.22358,                0.88626,               0.006766,               0.006766,               0.006766
                    199,                0.35648,                0.22313,                0.90846,                0.98883,                0.98514,                0.99455,                0.89674,                  0.538,                0.22359,                0.88604,              0.0067495,              0.0067495,              0.0067495
                    200,                0.35294,                0.21892,                 0.9073,                0.98863,                0.98516,                0.99454,                0.89704,                 0.5384,                0.22265,                0.88618,               0.006733,               0.006733,               0.006733
                    201,                0.35719,                0.22172,                0.91103,                0.98879,                0.98516,                0.99454,                0.89635,                0.53836,                0.22237,                0.88592,              0.0067165,              0.0067165,              0.0067165
                    202,                0.35418,                0.22266,                0.90905,                0.98883,                0.98516,                0.99454,                 0.8968,                0.53863,                0.22292,                0.88579,                 0.0067,                 0.0067,                 0.0067
                    203,                0.35192,                0.22029,                0.91007,                0.98863,                0.98516,                0.99454,                0.89681,                0.53873,                0.22337,                0.88549,              0.0066835,              0.0066835,              0.0066835
                    204,                0.35147,                0.21926,                0.90921,                0.98859,                0.98516,                0.99454,                0.89646,                0.53893,                0.22359,                0.88546,               0.006667,               0.006667,               0.006667
                    205,                0.35641,                0.22064,                0.90851,                0.98883,                0.98514,                0.99452,                0.89656,                0.53907,                0.22385,                0.88558,              0.0066505,              0.0066505,              0.0066505
                    206,                0.35556,                0.22208,                0.90913,                0.98883,                0.98511,                0.99452,                0.89749,                  0.539,                0.22391,                0.88561,               0.006634,               0.006634,               0.006634
                    207,                0.35644,                0.22226,                 0.9099,                0.98883,                0.98508,                0.99453,                0.89686,                0.53883,                 0.2243,                0.88572,              0.0066175,              0.0066175,              0.0066175
                    208,                0.35048,                0.22127,                0.90768,                0.98841,                0.98454,                0.99452,                0.89677,                0.53904,                0.22406,                0.88583,               0.006601,               0.006601,               0.006601
                    209,                0.34966,                0.22046,                0.90791,                0.98882,                0.98492,                 0.9945,                0.89666,                0.53898,                0.22416,                0.88572,              0.0065845,              0.0065845,              0.0065845
                    210,                0.35354,                0.22062,                0.90939,                0.98882,                0.98498,                0.99451,                0.89672,                0.53898,                0.22376,                0.88546,               0.006568,               0.006568,               0.006568
                    211,                 0.3538,                0.22057,                0.91104,                0.98882,                0.98499,                 0.9945,                 0.8971,                0.53902,                0.22379,                0.88551,              0.0065515,              0.0065515,              0.0065515
                    212,                0.35018,                0.21769,                0.90711,                0.98882,                0.98486,                0.99449,                0.89674,                 0.5391,                0.22345,                0.88552,               0.006535,               0.006535,               0.006535
                    213,                0.34993,                0.21703,                0.90675,                0.98883,                0.98511,                0.99447,                0.89615,                0.53898,                0.22352,                 0.8854,              0.0065185,              0.0065185,              0.0065185
                    214,                0.34877,                0.21819,                0.90508,                0.98883,                0.98502,                0.99449,                0.89656,                0.53898,                 0.2232,                0.88521,               0.006502,               0.006502,               0.006502
                    215,                0.34957,                0.21485,                0.90466,                0.98881,                0.98394,                 0.9945,                0.89655,                0.53875,                 0.2232,                0.88475,              0.0064855,              0.0064855,              0.0064855
                    216,                0.34617,                0.21601,                0.90881,                0.98882,                0.98392,                0.99449,                0.89695,                0.53869,                0.22427,                0.88465,               0.006469,               0.006469,               0.006469
                    217,                0.34587,                0.21625,                0.90653,                0.98886,                0.98392,                0.99449,                0.89691,                0.53881,                 0.2237,                0.88456,              0.0064525,              0.0064525,              0.0064525
                    218,                0.34797,                0.21853,                0.90681,                0.98893,                0.98392,                0.99449,                0.89751,                0.53868,                0.22386,                0.88449,               0.006436,               0.006436,               0.006436
                    219,                0.34519,                 0.2148,                0.90516,                0.98881,                0.98393,                0.99449,                0.89706,                0.53897,                0.22384,                0.88469,              0.0064195,              0.0064195,              0.0064195
                    220,                0.34865,                0.21729,                0.90968,                0.98881,                0.98407,                0.99451,                0.89656,                0.53882,                0.22396,                0.88473,               0.006403,               0.006403,               0.006403
                    221,                0.34893,                0.21642,                0.90779,                0.98882,                0.98425,                0.99452,                0.89645,                0.53901,                0.22379,                0.88488,              0.0063865,              0.0063865,              0.0063865
                    222,                 0.3464,                0.21605,                0.90689,                0.98882,                0.98451,                0.99452,                 0.8963,                0.53907,                0.22361,                0.88499,                0.00637,                0.00637,                0.00637
                    223,                0.34868,                0.21933,                0.90809,                0.98882,                 0.9846,                0.99453,                0.89685,                 0.5392,                0.22402,                0.88472,              0.0063535,              0.0063535,              0.0063535
                    224,                0.34694,                0.22101,                0.90587,                0.98882,                0.98469,                0.99453,                0.89753,                0.53914,                0.22455,                0.88436,               0.006337,               0.006337,               0.006337
                    225,                0.34604,                0.21643,                0.90745,                0.98882,                0.98471,                0.99453,                0.89779,                0.53939,                0.22418,                0.88423,              0.0063205,              0.0063205,              0.0063205
                    226,                0.34297,                0.21677,                0.90798,                0.98865,                0.98454,                0.99453,                0.89812,                0.53976,                0.22372,                 0.8843,               0.006304,               0.006304,               0.006304
                    227,                0.34566,                0.21579,                0.90457,                0.98882,                0.98467,                0.99453,                0.89776,                0.53986,                0.22378,                0.88428,              0.0062875,              0.0062875,              0.0062875
                    228,                0.34491,                0.21471,                0.90538,                0.98882,                 0.9846,                0.99453,                0.89751,                0.53996,                0.22308,                0.88441,               0.006271,               0.006271,               0.006271
                    229,                0.34157,                0.21438,                0.90438,                0.98882,                0.98458,                0.99452,                0.89698,                0.53993,                0.22278,                0.88429,              0.0062545,              0.0062545,              0.0062545
                    230,                0.34743,                 0.2196,                0.90567,                0.98882,                0.98468,                0.99452,                0.89701,                0.54019,                0.22271,                0.88415,               0.006238,               0.006238,               0.006238
                    231,                0.34564,                0.21749,                0.90486,                0.98882,                0.98466,                0.99452,                0.89623,                0.54028,                0.22256,                0.88409,              0.0062215,              0.0062215,              0.0062215
                    232,                0.34399,                0.21592,                0.90643,                0.98882,                0.98461,                0.99451,                0.89621,                0.54022,                0.22251,                0.88416,               0.006205,               0.006205,               0.006205
                    233,                0.34674,                0.21777,                0.90395,                0.98882,                0.98468,                0.99453,                0.89664,                0.54056,                0.22237,                0.88424,              0.0061885,              0.0061885,              0.0061885
                    234,                0.34417,                0.21502,                0.90587,                0.98906,                0.98454,                0.99453,                 0.8961,                0.54024,                  0.222,                0.88424,               0.006172,               0.006172,               0.006172
                    235,                0.34839,                0.21738,                0.90694,                0.98943,                0.98452,                0.99453,                0.89601,                0.54017,                0.22216,                0.88411,              0.0061555,              0.0061555,              0.0061555
                    236,                0.34351,                0.21489,                0.90465,                0.98943,                0.98438,                0.99453,                0.89661,                0.54007,                 0.2216,                0.88425,               0.006139,               0.006139,               0.006139
                    237,                0.34472,                0.21332,                0.90487,                0.98943,                0.98387,                0.99453,                0.89616,                0.54019,                0.22152,                0.88421,              0.0061225,              0.0061225,              0.0061225
                    238,                0.34097,                0.21423,                 0.9024,                0.98943,                0.98391,                0.99453,                0.89651,                0.54004,                0.22157,                0.88414,               0.006106,               0.006106,               0.006106
                    239,                0.34435,                0.21359,                0.90404,                0.98943,                0.98415,                0.99453,                0.89693,                0.54024,                 0.2217,                0.88424,              0.0060895,              0.0060895,              0.0060895
                    240,                0.34431,                0.21559,                 0.9051,                0.98942,                0.98352,                0.99453,                0.89653,                0.54038,                0.22181,                 0.8844,               0.006073,               0.006073,               0.006073
                    241,                0.33971,                0.21433,                0.90221,                0.98942,                0.98359,                0.99452,                0.89616,                0.54058,                0.22148,                0.88447,              0.0060565,              0.0060565,              0.0060565
                    242,                0.33794,                 0.2117,                0.90354,                0.98942,                0.98347,                0.99451,                0.89632,                0.54069,                0.22141,                0.88437,                0.00604,                0.00604,                0.00604
                    243,                 0.3444,                0.21337,                0.90562,                0.98942,                0.98348,                0.99453,                0.89673,                0.54066,                0.22095,                0.88411,              0.0060235,              0.0060235,              0.0060235
                    244,                0.34098,                0.21378,                0.90501,                0.98943,                0.98372,                0.99455,                0.89692,                0.54105,                0.22069,                0.88402,               0.006007,               0.006007,               0.006007
                    245,                0.34161,                0.21535,                 0.9023,                0.98943,                 0.9838,                0.99455,                0.89674,                0.54112,                 0.2204,                 0.8839,              0.0059905,              0.0059905,              0.0059905
                    246,                0.34206,                0.21631,                0.90501,                0.98943,                0.98376,                0.99456,                0.89672,                0.54113,                0.21982,                0.88379,               0.005974,               0.005974,               0.005974
                    247,                0.33771,                0.21266,                0.90231,                0.98943,                0.98379,                0.99454,                0.89702,                0.54123,                0.22002,                0.88372,              0.0059575,              0.0059575,              0.0059575
                    248,                0.34109,                0.21461,                 0.9056,                0.98942,                0.98313,                0.99456,                0.89698,                0.54161,                0.21982,                0.88375,               0.005941,               0.005941,               0.005941
                    249,                0.34125,                0.21266,                0.90367,                0.98942,                0.98305,                0.99456,                0.89766,                 0.5418,                0.21977,                0.88368,              0.0059245,              0.0059245,              0.0059245
                    250,                0.34001,                0.21284,                0.90139,                0.98942,                0.98302,                0.99454,                0.89738,                0.54173,                0.22019,                0.88379,               0.005908,               0.005908,               0.005908
                    251,                0.34075,                0.21245,                0.90481,                0.98907,                0.98268,                0.99452,                0.89772,                0.54171,                0.22077,                0.88367,              0.0058915,              0.0058915,              0.0058915
                    252,                 0.3368,                0.21113,                0.90075,                0.98879,                0.98232,                0.99452,                0.89745,                0.54161,                0.22117,                0.88346,               0.005875,               0.005875,               0.005875
                    253,                0.34159,                0.21298,                0.90039,                 0.9888,                 0.9825,                 0.9945,                 0.8978,                0.54205,                0.22154,                0.88364,              0.0058585,              0.0058585,              0.0058585
                    254,                0.33809,                0.21157,                0.90343,                0.98879,                0.98208,                 0.9945,                0.89758,                 0.5424,                0.22153,                0.88366,               0.005842,               0.005842,               0.005842
                    255,                0.33718,                0.21055,                0.90411,                 0.9888,                0.98235,                0.99449,                 0.8974,                0.54244,                0.22154,                0.88358,              0.0058255,              0.0058255,              0.0058255
                    256,                0.33506,                 0.2123,                0.90046,                0.98881,                0.98207,                0.99451,                0.89735,                0.54248,                0.22181,                 0.8834,               0.005809,               0.005809,               0.005809
                    257,                0.33979,                0.21469,                0.90174,                0.98887,                0.98207,                0.99451,                 0.8975,                0.54264,                0.22199,                0.88316,              0.0057925,              0.0057925,              0.0057925
                    258,                0.33638,                0.20976,                0.90222,                0.98881,                0.98322,                0.99451,                0.89771,                0.54263,                0.22205,                0.88284,               0.005776,               0.005776,               0.005776
                    259,                0.33241,                0.21022,                 0.8981,                0.98865,                 0.9833,                0.99452,                0.89793,                0.54278,                0.22172,                0.88268,              0.0057595,              0.0057595,              0.0057595
                    260,                0.33589,                0.21112,                0.90249,                0.98881,                0.98359,                0.99453,                0.89756,                0.54298,                0.22219,                0.88278,               0.005743,               0.005743,               0.005743
                    261,                0.33504,                0.21121,                0.89952,                0.98881,                0.98406,                0.99452,                0.89754,                0.54298,                0.22218,                0.88276,              0.0057265,              0.0057265,              0.0057265
                    262,                0.33388,                0.20971,                0.90187,                0.98881,                 0.9841,                0.99451,                0.89742,                0.54304,                0.22276,                0.88283,                0.00571,                0.00571,                0.00571
                    263,                0.33515,                0.21259,                0.90387,                0.98882,                0.98423,                0.99452,                0.89732,                0.54319,                0.22344,                 0.8832,              0.0056935,              0.0056935,              0.0056935
                    264,                0.33274,                0.20837,                0.90226,                 0.9888,                0.98454,                0.99453,                0.89714,                0.54335,                0.22324,                0.88335,               0.005677,               0.005677,               0.005677
                    265,                0.33707,                0.20985,                0.90189,                0.98875,                0.98454,                0.99454,                0.89719,                0.54379,                0.22308,                0.88365,              0.0056605,              0.0056605,              0.0056605
                    266,                0.33586,                0.21046,                0.90176,                0.98882,                0.98443,                0.99452,                0.89722,                0.54398,                0.22265,                0.88362,               0.005644,               0.005644,               0.005644
                    267,                0.33471,                0.20987,                0.90095,                0.98882,                0.98442,                0.99453,                0.89767,                0.54396,                 0.2229,                 0.8836,              0.0056275,              0.0056275,              0.0056275
                    268,                0.33293,                0.20805,                0.90252,                0.98882,                0.98432,                0.99453,                0.89737,                 0.5443,                  0.223,                0.88352,               0.005611,               0.005611,               0.005611
                    269,                 0.3314,                0.20844,                0.89933,                0.98942,                0.98331,                0.99453,                0.89798,                0.54457,                0.22329,                0.88348,              0.0055945,              0.0055945,              0.0055945
                    270,                0.33614,                0.20904,                 0.9021,                0.98942,                0.98318,                0.99453,                0.89735,                0.54462,                0.22313,                0.88322,               0.005578,               0.005578,               0.005578
                    271,                0.33074,                0.20682,                0.90043,                0.98942,                0.98308,                0.99452,                0.89771,                0.54488,                0.22367,                0.88317,              0.0055615,              0.0055615,              0.0055615
                    272,                0.33241,                0.20669,                0.90084,                0.98942,                0.98304,                0.99452,                0.89744,                 0.5451,                0.22382,                0.88304,               0.005545,               0.005545,               0.005545
                    273,                0.33282,                0.20767,                0.90126,                0.98942,                0.98313,                0.99453,                0.89753,                0.54497,                0.22412,                0.88274,              0.0055285,              0.0055285,              0.0055285
                    274,                0.33056,                0.20782,                0.89853,                0.98906,                 0.9833,                0.99453,                0.89729,                0.54506,                0.22397,                0.88235,               0.005512,               0.005512,               0.005512
                    275,                0.33049,                0.20794,                0.89982,                0.98917,                 0.9833,                0.99454,                0.89754,                0.54551,                0.22402,                0.88242,              0.0054955,              0.0054955,              0.0054955
                    276,                0.32889,                0.20464,                0.89908,                0.98927,                 0.9833,                0.99455,                0.89709,                0.54575,                0.22366,                0.88234,               0.005479,               0.005479,               0.005479
                    277,                0.32763,                0.20553,                0.89913,                0.98908,                 0.9833,                0.99456,                0.89742,                0.54594,                0.22407,                0.88221,              0.0054625,              0.0054625,              0.0054625
                    278,                0.32999,                0.20737,                 0.9007,                0.98881,                0.98337,                0.99455,                0.89776,                0.54598,                0.22439,                0.88201,               0.005446,               0.005446,               0.005446
                    279,                0.33063,                0.20831,                0.90089,                0.98881,                0.98345,                0.99456,                0.89772,                0.54582,                0.22453,                0.88188,              0.0054295,              0.0054295,              0.0054295
                    280,                0.32999,                 0.2074,                0.90019,                0.98881,                0.98397,                0.99456,                0.89819,                0.54565,                0.22429,                0.88187,               0.005413,               0.005413,               0.005413
                    281,                0.33221,                0.20774,                 0.9006,                0.98882,                0.98425,                0.99455,                0.89745,                0.54601,                0.22434,                0.88181,              0.0053965,              0.0053965,              0.0053965
                    282,                0.32894,                0.20729,                0.90064,                0.98866,                0.98454,                0.99456,                0.89783,                0.54592,                0.22369,                0.88171,                0.00538,                0.00538,                0.00538
                    283,                0.32919,                0.20832,                0.89717,                0.98868,                0.98454,                0.99456,                0.89762,                0.54609,                0.22418,                 0.8818,              0.0053635,              0.0053635,              0.0053635
                    284,                0.32766,                 0.2054,                 0.8958,                0.98838,                0.98454,                0.99455,                0.89804,                0.54629,                0.22425,                0.88211,               0.005347,               0.005347,               0.005347
                    285,                0.32769,                 0.2076,                0.89842,                  0.988,                0.98454,                0.99455,                0.89737,                0.54629,                0.22385,                0.88201,              0.0053305,              0.0053305,              0.0053305
                    286,                0.32913,                0.20673,                0.89841,                0.98759,                0.98457,                0.99453,                0.89734,                0.54632,                0.22368,                0.88208,               0.005314,               0.005314,               0.005314
                    287,                0.32679,                0.20469,                0.89855,                0.98759,                0.98463,                0.99453,                0.89728,                 0.5464,                 0.2231,                 0.8821,              0.0052975,              0.0052975,              0.0052975
                    288,                0.32889,                0.20568,                 0.8997,                0.98759,                0.98463,                0.99453,                0.89678,                0.54683,                0.22392,                 0.8829,               0.005281,               0.005281,               0.005281
                    289,                 0.3246,                0.20396,                0.89753,                0.98759,                0.98463,                0.99452,                0.89747,                0.54663,                0.22399,                0.88277,              0.0052645,              0.0052645,              0.0052645
