                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    137,                0.37487,                0.23342,                 0.9216,                0.99633,                 0.9797,                 0.9947,                0.90256,                0.52494,                 0.2088,                0.88456,              0.0077725,              0.0077725,              0.0077725
                    138,                0.37356,                0.23296,                0.92144,                0.99537,                 0.9797,                 0.9947,                0.90207,                0.52524,                0.20846,                0.88455,               0.007756,               0.007756,               0.007756
                    139,                0.37666,                0.23262,                 0.9231,                0.99495,                 0.9797,                 0.9947,                0.90175,                0.52544,                0.20875,                0.88483,              0.0077395,              0.0077395,              0.0077395
                    140,                0.37544,                0.23135,                0.92166,                0.99484,                 0.9797,                 0.9947,                0.90199,                0.52565,                0.20826,                0.88497,               0.007723,               0.007723,               0.007723
                    141,                0.37353,                0.23274,                0.91993,                0.99493,                 0.9797,                0.99468,                0.90197,                0.52565,                0.20768,                0.88497,              0.0077065,              0.0077065,              0.0077065
                    142,                0.37265,                0.22973,                0.91859,                0.99472,                 0.9797,                0.99467,                0.90203,                0.52573,                 0.2071,                0.88483,                0.00769,                0.00769,                0.00769
                    143,                0.37514,                0.23216,                0.92261,                0.99468,                 0.9797,                0.99466,                0.90254,                0.52586,                0.20633,                0.88516,              0.0076735,              0.0076735,              0.0076735
                    144,                 0.3714,                0.23161,                0.92205,                0.99548,                 0.9797,                0.99461,                0.90325,                0.52577,                0.20628,                0.88569,               0.007657,               0.007657,               0.007657
                    145,                0.37314,                0.23167,                0.91979,                0.99548,                0.97917,                0.99458,                0.90311,                0.52574,                0.20605,                0.88596,              0.0076405,              0.0076405,              0.0076405
                    146,                0.37137,                0.23208,                0.91991,                0.99616,                0.97843,                0.99456,                0.90275,                 0.5259,                0.20586,                0.88596,               0.007624,               0.007624,               0.007624
                    147,                0.37349,                0.23367,                0.92143,                0.99548,                0.97908,                0.99456,                0.90222,                0.52586,                0.20618,                0.88596,              0.0076075,              0.0076075,              0.0076075
                    148,                0.36968,                0.23053,                0.92084,                0.99548,                0.97885,                 0.9946,                0.90216,                0.52612,                0.20634,                0.88605,               0.007591,               0.007591,               0.007591
                    149,                  0.374,                0.23103,                0.91791,                0.99548,                0.97919,                 0.9946,                0.90217,                0.52625,                0.20668,                0.88612,              0.0075745,              0.0075745,              0.0075745
                    150,                0.36811,                0.22779,                0.91756,                0.99527,                 0.9797,                0.99461,                0.90202,                 0.5266,                0.20698,                 0.8864,               0.007558,               0.007558,               0.007558
                    151,                0.36957,                0.22866,                 0.9214,                0.99531,                 0.9797,                0.99462,                0.90209,                0.52647,                0.20679,                0.88662,              0.0075415,              0.0075415,              0.0075415
                    152,                0.37187,                0.23454,                0.92028,                0.99467,                 0.9797,                0.99464,                0.90226,                0.52636,                0.20675,                0.88663,               0.007525,               0.007525,               0.007525
                    153,                 0.3738,                0.23318,                0.92228,                0.99494,                0.97906,                0.99463,                0.90213,                0.52641,                0.20684,                0.88669,              0.0075085,              0.0075085,              0.0075085
                    154,                0.36871,                0.23035,                0.91919,                0.99514,                0.97906,                0.99463,                0.90189,                0.52643,                0.20671,                 0.8866,               0.007492,               0.007492,               0.007492
                    155,                0.36562,                0.22693,                0.91769,                0.99527,                0.97906,                0.99464,                0.90191,                0.52667,                0.20709,                0.88667,              0.0074755,              0.0074755,              0.0074755
                    156,                0.36733,                0.23016,                0.91732,                0.99548,                0.97865,                0.99462,                0.90204,                0.52696,                 0.2071,                0.88667,               0.007459,               0.007459,               0.007459
                    157,                0.36508,                0.23099,                0.91878,                0.98668,                0.98686,                0.99462,                 0.9019,                0.52688,                0.20683,                0.88669,              0.0074425,              0.0074425,              0.0074425
                    158,                0.36737,                0.23091,                0.91993,                0.98668,                0.98692,                0.99463,                 0.9025,                0.52699,                0.20702,                 0.8868,               0.007426,               0.007426,               0.007426
                    159,                0.36517,                0.22924,                0.91761,                0.98701,                0.98668,                0.99463,                0.90233,                0.52665,                0.20699,                0.88665,              0.0074095,              0.0074095,              0.0074095
                    160,                0.36826,                0.23133,                0.91979,                0.98668,                0.98681,                0.99463,                0.90274,                0.52673,                0.20713,                0.88673,               0.007393,               0.007393,               0.007393
                    161,                0.36265,                0.22898,                0.91532,                0.99053,                0.98287,                0.99465,                0.90177,                0.52692,                0.20762,                0.88684,              0.0073765,              0.0073765,              0.0073765
                    162,                0.36617,                0.22713,                0.91889,                0.99549,                0.97934,                0.99468,                0.90144,                0.52683,                0.20816,                0.88699,                0.00736,                0.00736,                0.00736
                    163,                0.36794,                0.23312,                0.92349,                0.99549,                0.97941,                0.99471,                0.90199,                0.52672,                 0.2091,                0.88764,              0.0073435,              0.0073435,              0.0073435
                    164,                0.36514,                0.22913,                0.92166,                0.99571,                0.97906,                0.99472,                0.90148,                0.52722,                0.20943,                0.88827,               0.007327,               0.007327,               0.007327
                    165,                0.36488,                0.22888,                0.92005,                 0.9959,                0.97906,                0.99473,                0.90077,                0.52737,                0.20925,                0.88881,              0.0073105,              0.0073105,              0.0073105
                    166,                0.36592,                0.22697,                0.91765,                 0.9958,                0.97843,                0.99475,                0.90146,                0.52758,                0.21017,                0.88924,               0.007294,               0.007294,               0.007294
                    167,                0.36275,                0.22733,                0.91662,                0.99569,                0.97843,                0.99473,                0.90093,                0.52771,                0.21057,                0.88936,              0.0072775,              0.0072775,              0.0072775
                    168,                0.36443,                0.22865,                0.91615,                0.99573,                0.97843,                0.99474,                0.90149,                0.52787,                0.21119,                0.88946,               0.007261,               0.007261,               0.007261
                    169,                0.36902,                0.23002,                0.91604,                0.99573,                0.97843,                0.99475,                 0.9016,                0.52799,                0.21087,                0.88936,              0.0072445,              0.0072445,              0.0072445
                    170,                0.36257,                0.22666,                0.91559,                0.99607,                0.97843,                0.99473,                0.90209,                0.52817,                 0.2108,                 0.8894,               0.007228,               0.007228,               0.007228
                    171,                0.35934,                0.22564,                0.91482,                0.99597,                0.97843,                0.99472,                0.90198,                0.52856,                0.21097,                0.88954,              0.0072115,              0.0072115,              0.0072115
                    172,                0.36035,                0.22223,                0.91682,                 0.9961,                0.97843,                0.99471,                0.90181,                0.52878,                0.21123,                0.88957,               0.007195,               0.007195,               0.007195
                    173,                0.36087,                0.22479,                0.91682,                0.99619,                0.97843,                0.99469,                0.90173,                0.52909,                0.21095,                0.88974,              0.0071785,              0.0071785,              0.0071785
                    174,                0.36192,                 0.2245,                0.91524,                0.99645,                0.97843,                 0.9947,                0.90176,                 0.5294,                 0.2106,                0.88995,               0.007162,               0.007162,               0.007162
                    175,                0.35806,                0.22109,                0.91487,                0.99635,                0.97843,                0.99468,                0.90176,                 0.5295,                0.20951,                0.89013,              0.0071455,              0.0071455,              0.0071455
                    176,                0.35702,                0.22166,                0.91387,                0.99648,                0.97843,                0.99465,                0.90161,                0.52996,                0.20929,                0.89045,               0.007129,               0.007129,               0.007129
                    177,                0.35873,                0.22384,                0.91536,                0.99692,                0.97843,                0.99465,                0.90131,                0.53016,                  0.209,                0.89063,              0.0071125,              0.0071125,              0.0071125
                    178,                 0.3613,                0.22472,                0.91568,                0.99702,                0.97843,                0.99465,                0.90067,                0.53059,                0.20915,                0.89103,               0.007096,               0.007096,               0.007096
                    179,                0.35907,                0.22446,                0.91441,                0.99775,                0.97843,                0.99465,                0.90024,                0.53084,                0.20912,                0.89144,              0.0070795,              0.0070795,              0.0070795
                    180,                0.35832,                0.22365,                0.91522,                0.99777,                0.97843,                0.99466,                0.90113,                0.53119,                0.20902,                0.89143,               0.007063,               0.007063,               0.007063
                    181,                 0.3593,                0.22299,                0.91366,                0.99792,                0.97843,                0.99466,                0.90082,                0.53147,                0.20899,                0.89152,              0.0070465,              0.0070465,              0.0070465
                    182,                0.35881,                0.22449,                0.91431,                0.99778,                0.97843,                0.99466,                0.90076,                0.53145,                0.20932,                0.89125,                0.00703,                0.00703,                0.00703
                    183,                0.35926,                0.22418,                0.91185,                 0.9982,                0.97843,                0.99465,                 0.9008,                0.53168,                0.20975,                0.89102,              0.0070135,              0.0070135,              0.0070135
                    184,                0.35863,                0.22599,                0.91544,                0.99836,                0.97843,                0.99466,                0.89992,                0.53211,                0.20989,                0.89102,               0.006997,               0.006997,               0.006997
                    185,                0.35955,                0.22392,                0.91574,                0.99736,                0.97843,                0.99468,                0.90038,                0.53231,                0.21027,                0.89095,              0.0069805,              0.0069805,              0.0069805
                    186,                0.35647,                0.22267,                 0.9133,                0.99789,                0.97843,                0.99467,                0.90018,                0.53238,                0.21055,                0.89103,               0.006964,               0.006964,               0.006964
                    187,                0.35712,                0.22203,                0.91655,                0.99789,                0.97843,                0.99467,                0.90013,                0.53208,                0.21083,                0.89083,              0.0069475,              0.0069475,              0.0069475
                    188,                 0.3561,                0.22217,                0.91343,                0.99785,                0.97843,                0.99467,                0.90021,                0.53227,                0.21061,                0.89115,               0.006931,               0.006931,               0.006931
                    189,                0.35933,                0.22232,                0.91456,                0.99778,                0.97843,                0.99467,                0.90017,                0.53256,                 0.2107,                0.89153,              0.0069145,              0.0069145,              0.0069145
                    190,                0.35491,                0.22077,                0.91353,                0.99787,                0.97843,                0.99465,                0.90009,                0.53264,                0.21074,                0.89212,               0.006898,               0.006898,               0.006898
                    191,                0.35536,                0.22082,                0.91597,                0.99792,                0.97843,                0.99466,                0.90054,                0.53292,                0.21025,                 0.8927,              0.0068815,              0.0068815,              0.0068815
                    192,                0.35374,                0.22196,                0.91451,                0.99791,                0.97843,                0.99465,                0.90126,                0.53302,                0.20949,                0.89288,               0.006865,               0.006865,               0.006865
                    193,                0.35536,                0.22295,                0.91389,                0.99795,                0.97843,                0.99465,                0.90115,                0.53292,                0.20935,                0.89292,              0.0068485,              0.0068485,              0.0068485
                    194,                0.35558,                 0.2218,                0.91156,                0.99793,                0.97843,                0.99465,                0.90139,                0.53309,                0.20993,                0.89304,               0.006832,               0.006832,               0.006832
                    195,                0.35261,                0.22058,                0.90902,                0.99792,                0.97843,                0.99467,                0.90139,                0.53302,                 0.2096,                0.89276,              0.0068155,              0.0068155,              0.0068155
                    196,                0.35386,                0.22228,                0.91069,                0.99793,                0.97843,                0.99467,                0.90138,                0.53292,                0.20907,                0.89254,               0.006799,               0.006799,               0.006799
                    197,                0.35423,                0.22345,                0.91199,                0.99793,                0.97843,                0.99468,                0.90128,                0.53298,                0.20939,                0.89225,              0.0067825,              0.0067825,              0.0067825
                    198,                0.35405,                0.21971,                0.91371,                0.99785,                0.97843,                0.99471,                0.90079,                0.53318,                0.20899,                 0.8917,               0.006766,               0.006766,               0.006766
                    199,                0.35516,                0.22105,                0.91235,                 0.9979,                0.97843,                0.99472,                0.90077,                0.53316,                0.20939,                0.89126,              0.0067495,              0.0067495,              0.0067495
                    200,                0.35146,                0.22032,                 0.9116,                0.99787,                0.97843,                0.99474,                0.90098,                0.53334,                0.20921,                0.89138,               0.006733,               0.006733,               0.006733
                    201,                 0.3527,                0.21906,                0.91365,                0.99781,                0.97843,                0.99476,                0.90036,                0.53335,                0.20866,                0.89155,              0.0067165,              0.0067165,              0.0067165
                    202,                0.35186,                0.21802,                0.91145,                0.99776,                0.97843,                0.99476,                0.90092,                0.53371,                0.20857,                 0.8918,                 0.0067,                 0.0067,                 0.0067
                    203,                0.35133,                0.21757,                0.90982,                0.99776,                0.97843,                0.99475,                0.90128,                0.53393,                0.20823,                0.89182,              0.0066835,              0.0066835,              0.0066835
                    204,                0.35367,                0.22117,                0.90992,                0.99778,                0.97843,                0.99475,                0.90116,                0.53418,                0.20816,                0.89205,               0.006667,               0.006667,               0.006667
                    205,                0.35024,                0.21834,                0.90943,                0.99781,                0.97843,                0.99475,                0.90125,                0.53452,                0.20775,                0.89191,              0.0066505,              0.0066505,              0.0066505
                    206,                0.34923,                0.21879,                0.91348,                0.99764,                0.97843,                0.99475,                0.90061,                0.53461,                0.20763,                0.89206,               0.006634,               0.006634,               0.006634
                    207,                0.35111,                0.21907,                0.91297,                0.99666,                0.97843,                0.99475,                0.90137,                0.53479,                0.20738,                0.89241,              0.0066175,              0.0066175,              0.0066175
                    208,                0.34941,                0.21909,                0.91229,                0.99648,                0.97843,                0.99475,                0.90073,                0.53505,                0.20754,                0.89277,               0.006601,               0.006601,               0.006601
                    209,                0.34926,                0.21858,                0.90814,                0.99612,                0.97862,                0.99475,                0.90097,                0.53528,                0.20734,                0.89292,              0.0065845,              0.0065845,              0.0065845
                    210,                0.34378,                0.21466,                0.90962,                0.99612,                0.97865,                0.99475,                0.90066,                0.53584,                0.20748,                0.89311,               0.006568,               0.006568,               0.006568
                    211,                0.34999,                0.21865,                0.91162,                0.99612,                0.97844,                0.99475,                0.90043,                0.53628,                0.20663,                0.89328,              0.0065515,              0.0065515,              0.0065515
                    212,                0.34795,                0.21534,                0.90997,                0.99629,                0.97843,                0.99475,                0.90038,                0.53649,                0.20685,                0.89327,               0.006535,               0.006535,               0.006535
                    213,                0.34555,                0.21547,                0.90932,                0.99697,                0.97843,                0.99475,                0.90015,                0.53688,                0.20683,                0.89317,              0.0065185,              0.0065185,              0.0065185
                    214,                0.34513,                0.21596,                0.91001,                0.99692,                0.97843,                0.99474,                0.89982,                0.53719,                0.20644,                0.89307,               0.006502,               0.006502,               0.006502
                    215,                0.34929,                 0.2197,                0.90887,                 0.9967,                0.97843,                0.99474,                0.89953,                0.53753,                0.20641,                0.89325,              0.0064855,              0.0064855,              0.0064855
                    216,                0.34685,                0.21886,                0.90681,                0.99661,                0.97843,                0.99473,                 0.8994,                0.53782,                0.20744,                0.89299,               0.006469,               0.006469,               0.006469
                    217,                0.34771,                0.21788,                0.91059,                0.99638,                0.97843,                0.99473,                0.89938,                0.53791,                0.20851,                0.89294,              0.0064525,              0.0064525,              0.0064525
                    218,                  0.347,                0.21743,                0.91016,                0.99653,                0.97843,                0.99473,                0.89994,                0.53797,                0.20912,                0.89274,               0.006436,               0.006436,               0.006436
                    219,                0.34576,                0.21552,                   0.91,                0.99655,                0.97843,                0.99473,                0.90021,                0.53819,                0.20941,                 0.8928,              0.0064195,              0.0064195,              0.0064195
                    220,                0.34528,                0.21537,                0.91021,                0.99656,                0.97843,                0.99473,                0.90031,                0.53831,                0.21009,                 0.8928,               0.006403,               0.006403,               0.006403
                    221,                0.34657,                0.21738,                0.90731,                0.99665,                0.97843,                0.99472,                0.89963,                 0.5389,                0.21153,                0.89303,              0.0063865,              0.0063865,              0.0063865
                    222,                0.34477,                0.21557,                0.90967,                0.99663,                0.97843,                0.99472,                0.89947,                0.53911,                0.21243,                0.89297,                0.00637,                0.00637,                0.00637
                    223,                0.34302,                0.21589,                  0.908,                0.98731,                0.98717,                0.99472,                0.90016,                0.53942,                0.21301,                0.89318,              0.0063535,              0.0063535,              0.0063535
                    224,                0.34346,                 0.2158,                0.90734,                0.98725,                0.98731,                0.99473,                0.89972,                0.53948,                0.21323,                0.89301,               0.006337,               0.006337,               0.006337
                    225,                0.34601,                0.21535,                0.91024,                0.98713,                0.98731,                0.99472,                0.89953,                0.53983,                0.21348,                0.89332,              0.0063205,              0.0063205,              0.0063205
                    226,                0.34337,                0.21791,                0.90785,                0.98722,                0.98731,                0.99471,                 0.8999,                0.54003,                0.21378,                0.89352,               0.006304,               0.006304,               0.006304
                    227,                0.34316,                 0.2146,                0.91049,                0.98708,                0.98731,                 0.9947,                0.89942,                0.54008,                0.21313,                0.89353,              0.0062875,              0.0062875,              0.0062875
                    228,                0.34182,                0.21488,                0.90921,                0.98693,                0.98731,                0.99471,                 0.8998,                0.54018,                0.21324,                0.89361,               0.006271,               0.006271,               0.006271
                    229,                0.34475,                0.21551,                0.90921,                0.98701,                0.98731,                0.99469,                0.89931,                0.54073,                0.21253,                0.89383,              0.0062545,              0.0062545,              0.0062545
                    230,                0.34306,                0.21678,                0.90977,                0.98718,                0.98731,                0.99469,                0.89923,                 0.5411,                0.21248,                0.89413,               0.006238,               0.006238,               0.006238
                    231,                0.34343,                0.21519,                0.90853,                  0.987,                0.98731,                 0.9947,                0.89903,                0.54134,                0.21266,                0.89437,              0.0062215,              0.0062215,              0.0062215
                    232,                0.34033,                0.21295,                0.90797,                0.98626,                0.98731,                 0.9947,                0.89946,                0.54167,                 0.2125,                0.89441,               0.006205,               0.006205,               0.006205
                    233,                0.33978,                0.21341,                0.90788,                0.98587,                0.98731,                0.99468,                0.89927,                 0.5418,                0.21257,                0.89456,              0.0061885,              0.0061885,              0.0061885
                    234,                0.34094,                0.21515,                0.90772,                0.98627,                0.98731,                0.99469,                0.89958,                0.54173,                 0.2125,                0.89454,               0.006172,               0.006172,               0.006172
                    235,                0.34459,                0.21625,                0.90665,                0.98663,                0.98731,                0.99469,                0.89984,                 0.5421,                0.21356,                0.89461,              0.0061555,              0.0061555,              0.0061555
                    236,                0.34555,                0.21567,                0.90827,                 0.9864,                0.98731,                0.99468,                0.89953,                0.54217,                0.21381,                 0.8945,               0.006139,               0.006139,               0.006139
                    237,                0.34281,                0.21484,                 0.9053,                0.98629,                0.98731,                0.99468,                0.89935,                0.54251,                0.21384,                0.89453,              0.0061225,              0.0061225,              0.0061225
                    238,                 0.3425,                  0.214,                0.90706,                0.98651,                0.98731,                0.99468,                0.89938,                 0.5426,                0.21423,                0.89456,               0.006106,               0.006106,               0.006106
                    239,                0.33946,                0.21364,                 0.9056,                0.98669,                0.98752,                0.99466,                0.89938,                 0.5429,                0.21481,                0.89464,              0.0060895,              0.0060895,              0.0060895
                    240,                0.34029,                0.21338,                0.90444,                0.99334,                0.98096,                0.99467,                0.89877,                0.54311,                0.21501,                 0.8949,               0.006073,               0.006073,               0.006073
                    241,                0.34113,                0.21411,                0.90802,                0.99308,                0.98096,                0.99466,                0.89839,                 0.5434,                0.21503,                0.89512,              0.0060565,              0.0060565,              0.0060565
                    242,                0.33701,                0.21289,                0.90616,                 0.9923,                0.98098,                0.99466,                0.89881,                0.54359,                0.21572,                0.89527,                0.00604,                0.00604,                0.00604
                    243,                 0.3378,                0.21563,                0.90477,                 0.9923,                0.98099,                0.99464,                0.89845,                0.54369,                0.21633,                0.89516,              0.0060235,              0.0060235,              0.0060235
                    244,                0.34009,                0.21044,                0.90568,                 0.9923,                0.98112,                0.99463,                0.89848,                0.54362,                0.21631,                0.89502,               0.006007,               0.006007,               0.006007
                    245,                 0.3429,                0.21569,                0.90656,                 0.9923,                0.98121,                0.99459,                0.89873,                0.54379,                0.21614,                0.89504,              0.0059905,              0.0059905,              0.0059905
                    246,                0.34207,                0.21648,                0.90925,                 0.9923,                0.98119,                0.99459,                0.89905,                0.54359,                0.21591,                0.89484,               0.005974,               0.005974,               0.005974
                    247,                0.33516,                0.21282,                0.90343,                 0.9923,                0.98126,                 0.9946,                0.89901,                 0.5435,                0.21588,                0.89476,              0.0059575,              0.0059575,              0.0059575
                    248,                0.33647,                0.21159,                0.90484,                 0.9923,                 0.9811,                0.99459,                0.89923,                0.54365,                 0.2161,                0.89474,               0.005941,               0.005941,               0.005941
                    249,                0.33724,                0.21076,                0.90621,                 0.9923,                0.98102,                0.99459,                0.89928,                0.54365,                0.21641,                0.89474,              0.0059245,              0.0059245,              0.0059245
                    250,                0.33168,                0.20952,                0.90348,                 0.9923,                0.98126,                0.99459,                0.89938,                0.54337,                0.21634,                0.89495,               0.005908,               0.005908,               0.005908
                    251,                0.33688,                 0.2092,                0.90643,                0.99247,                0.98096,                 0.9946,                 0.9001,                 0.5438,                0.21611,                 0.8951,              0.0058915,              0.0058915,              0.0058915
                    252,                0.33606,                0.21108,                0.90708,                0.99267,                0.98096,                0.99459,                0.89911,                0.54397,                0.21531,                0.89519,               0.005875,               0.005875,               0.005875
                    253,                0.33677,                0.20834,                0.90422,                0.99244,                0.98096,                0.99458,                0.89909,                0.54422,                0.21548,                0.89531,              0.0058585,              0.0058585,              0.0058585
                    254,                0.33389,                0.20794,                0.90232,                 0.9923,                0.98099,                0.99458,                0.89869,                0.54479,                0.21523,                0.89566,               0.005842,               0.005842,               0.005842
                    255,                0.33493,                0.21013,                0.90513,                0.99249,                0.98096,                0.99457,                0.89769,                0.54491,                0.21456,                0.89573,              0.0058255,              0.0058255,              0.0058255
                    256,                0.33457,                0.20925,                0.90648,                 0.9923,                0.98099,                0.99457,                0.89872,                0.54463,                0.21546,                0.89565,               0.005809,               0.005809,               0.005809
                    257,                0.33374,                0.20988,                0.90248,                 0.9923,                0.98105,                0.99457,                0.89902,                0.54462,                 0.2153,                0.89565,              0.0057925,              0.0057925,              0.0057925
                    258,                0.33386,                0.20969,                0.90478,                 0.9923,                0.98154,                0.99457,                0.89868,                0.54493,                0.21552,                0.89581,               0.005776,               0.005776,               0.005776
                    259,                0.33574,                0.20965,                0.90538,                 0.9923,                0.98157,                0.99455,                0.89897,                0.54526,                 0.2158,                0.89631,              0.0057595,              0.0057595,              0.0057595
                    260,                0.33408,                0.21049,                0.90355,                 0.9923,                0.98158,                0.99456,                0.89859,                0.54551,                0.21643,                0.89672,               0.005743,               0.005743,               0.005743
                    261,                0.33244,                0.20732,                0.90187,                 0.9923,                 0.9812,                0.99455,                0.89828,                0.54583,                0.21687,                0.89691,              0.0057265,              0.0057265,              0.0057265
                    262,                0.33389,                0.20881,                0.90594,                0.98715,                0.98604,                0.99455,                 0.8979,                0.54611,                0.21732,                 0.8969,                0.00571,                0.00571,                0.00571
                    263,                0.32969,                0.20885,                0.90183,                 0.9872,                0.98604,                0.99457,                0.89763,                 0.5462,                0.21788,                0.89702,              0.0056935,              0.0056935,              0.0056935
                    264,                0.32982,                0.20958,                 0.9024,                0.98768,                0.98604,                0.99443,                0.89786,                0.54613,                0.21811,                0.89688,               0.005677,               0.005677,               0.005677
                    265,                 0.3316,                0.20996,                0.90708,                0.98752,                0.98604,                0.99462,                0.89816,                 0.5459,                0.21868,                0.89687,              0.0056605,              0.0056605,              0.0056605
                    266,                0.33079,                0.20678,                0.90433,                0.98746,                0.98604,                0.99465,                0.89833,                0.54594,                0.21867,                0.89687,               0.005644,               0.005644,               0.005644
                    267,                 0.3317,                0.20872,                0.90386,                0.98765,                0.98604,                0.99466,                0.89781,                0.54589,                0.21873,                0.89685,              0.0056275,              0.0056275,              0.0056275
                    268,                0.33127,                0.20847,                0.90339,                0.98767,                0.98604,                0.99449,                0.89793,                0.54601,                0.21923,                0.89688,               0.005611,               0.005611,               0.005611
                    269,                0.33276,                0.20888,                0.90361,                0.98792,                0.98573,                0.99444,                0.89795,                0.54591,                0.21984,                0.89692,              0.0055945,              0.0055945,              0.0055945
                    270,                0.33094,                0.20645,                0.90155,                0.98791,                0.98548,                0.99445,                0.89811,                0.54585,                0.21983,                0.89694,               0.005578,               0.005578,               0.005578
